Time,Vehicle speed (km/h),Engine RPM (RPM),Control module voltage (V),Relative accelerator pedal position (%),Accel Pedal Position (%),Battery Voltage (V),Current Gear (gear),Steering Wheel Angle (°)
03/06/2022 05:08:58.0359 下午,0,773,14.153,0,0,0,0,0
03/06/2022 05:08:58.5760 下午,0,754.25,14.153,0,0,0,0,0
03/06/2022 05:08:59.0821 下午,0,746,14.153,0,0,0,0,0
03/06/2022 05:08:59.5126 下午,0,765.5,14.153,0,0,0,0,0
03/06/2022 05:09:00.6121 下午,0,752.75,14.153,0,0,0,0,0
03/06/2022 05:09:01.1948 下午,0,763.5,14.247,0,0,0,0,0
03/06/2022 05:09:02.4829 下午,0,745,14.247,0,0,0,0,0
03/06/2022 05:09:02.8834 下午,0,770.75,14.247,0,0,0,0,0
03/06/2022 05:09:03.5976 下午,0,757.25,14.247,0,0,0,0,0
03/06/2022 05:09:04.2466 下午,0,761.75,14.247,0,0,0,0,0
03/06/2022 05:09:04.7130 下午,0,752.5,14.247,0,0,0,0,0
03/06/2022 05:09:05.1426 下午,0,766.25,14.247,0,0,0,0,0
03/06/2022 05:09:05.8072 下午,0,751.25,14.247,0,0,0,0,0
03/06/2022 05:09:06.5148 下午,0,766.5,14.247,0,0,0,0,0
03/06/2022 05:09:06.9874 下午,0,747,14.247,0,0,0,0,0
03/06/2022 05:09:07.4137 下午,0,752.25,14.318,0,0,0,0,0
03/06/2022 05:09:08.0806 下午,0,759.5,14.318,0,0,0,0,0
03/06/2022 05:09:08.6071 下午,0,754.5,14.318,0,0,0,0,0
03/06/2022 05:09:09.0475 下午,0,770.25,14.318,0,0,0,0,0
03/06/2022 05:09:09.5032 下午,0,761.5,14.318,0,0,0,0,0
03/06/2022 05:09:10.1954 下午,0,768.25,14.318,0,0,0,0,0
03/06/2022 05:09:10.7413 下午,0,755.75,14.318,0,0,0,0,0
03/06/2022 05:09:11.1955 下午,0,759.75,14.318,0,0,0,0,0
03/06/2022 05:09:11.6436 下午,0,772,14.318,0,0,0,0,0
03/06/2022 05:09:12.3781 下午,0,753.25,14.318,0,0,0,0,0
03/06/2022 05:09:13.0156 下午,0,762.5,14.247,0,0,0,0,0
03/06/2022 05:09:13.3680 下午,0,760.75,14.247,0,0,0,0,0
03/06/2022 05:09:13.7816 下午,0,766.25,14.247,0,0,0,0,0
03/06/2022 05:09:14.5521 下午,0,769,14.247,0,0,0,0,0
03/06/2022 05:09:15.2189 下午,0,769.5,14.247,0,0,0,0,0
03/06/2022 05:09:15.6136 下午,0,780.5,14.247,0,0,0,0,0
03/06/2022 05:09:16.0535 下午,0,747.25,14.247,0,0,0,0,0
03/06/2022 05:09:16.7230 下午,0,762,14.247,0,0,0,0,0
03/06/2022 05:09:17.2472 下午,0,761,14.247,0,0,0,0,0
03/06/2022 05:09:17.7791 下午,0,756.75,14.247,0,0,0,0,0
03/06/2022 05:09:18.2233 下午,0,764,14.247,0,0,0,0,0
03/06/2022 05:09:18.9356 下午,0,761.5,14.247,0,0,0,0,0
03/06/2022 05:09:19.5650 下午,0,749.25,14.247,0,0,0,0,0
03/06/2022 05:09:20.0495 下午,0,747,14.247,0,0,0,0,0
03/06/2022 05:09:20.5751 下午,0,753,14.247,0,0,0,0,0
03/06/2022 05:09:21.1856 下午,0,754.25,14.247,0,0,0,0,0
03/06/2022 05:09:21.8809 下午,0,746,14.247,0,0,0,0,0
03/06/2022 05:09:22.2452 下午,0,755.75,14.247,0,0,0,0,0
03/06/2022 05:09:22.6649 下午,0,758,14.247,0,0,0,0,0
03/06/2022 05:09:23.3404 下午,0,756,14.247,0,0,0,0,0
03/06/2022 05:09:26.6599 下午,0,761.25,14.271,0,0,0,0,0
03/06/2022 05:09:27.0781 下午,0,752.75,14.271,0,0,0,0,0
03/06/2022 05:09:27.4501 下午,0,771.75,14.271,0,0,0,0,0
03/06/2022 05:09:29.5868 下午,0,757.75,14.271,0,0,0,0,0
03/06/2022 05:09:30.1152 下午,0,740.5,14.271,0,0,0,0,0
03/06/2022 05:09:30.5015 下午,0,749.75,14.271,0,0,0,0,0
03/06/2022 05:09:31.0155 下午,0,756,14.271,0,0,0,0,0
03/06/2022 05:09:31.8175 下午,0,759.5,14.271,0,0,0,0,0
03/06/2022 05:09:32.4286 下午,0,752,14.271,0,0,0,0,0
03/06/2022 05:09:36.9228 下午,0,759,14.271,0,0,0,0,0
03/06/2022 05:09:42.9524 下午,0,762.75,14.389,0,0,0,0,0
03/06/2022 05:09:46.0558 下午,0,744.25,14.389,0,0,0,0,0
03/06/2022 05:09:46.8665 下午,0,748.5,14.389,0,0,0,0,0
03/06/2022 05:09:47.3938 下午,0,748.5,14.389,0,0,0,0,0
03/06/2022 05:09:47.9768 下午,0,767.75,14.389,0,0,0,0,0
03/06/2022 05:09:48.7107 下午,0,777,14.389,0,0,0,0,0
03/06/2022 05:09:49.5474 下午,0,746.75,14.389,0,0,0,0,0
03/06/2022 05:09:50.0181 下午,0,770.75,14.389,0,0,0,0,0
03/06/2022 05:09:50.4878 下午,0,760,14.389,0,0,0,0,0
03/06/2022 05:09:52.1653 下午,0,753,14.389,0,0,0,0,0
03/06/2022 05:09:52.9491 下午,0,765.25,14.341,0,0,0,0,0
03/06/2022 05:09:53.4655 下午,0,762.5,14.341,0,0,0,0,0
03/06/2022 05:09:53.8704 下午,0,785,14.341,0,0,0,0,0
03/06/2022 05:09:54.5686 下午,0,754.25,14.341,0,0,0,0,0
03/06/2022 05:09:55.2163 下午,0,771.75,14.341,0,0,0,0,0
03/06/2022 05:09:55.6205 下午,0,762.5,14.341,0,0,0,0,0
03/06/2022 05:09:56.1025 下午,0,753.25,14.341,0,0,0,0,0
03/06/2022 05:09:56.8673 下午,0,766.25,14.341,0,0,0,0,0
03/06/2022 05:09:57.7363 下午,0,738.75,14.341,0,0,0,0,0
03/06/2022 05:09:58.5331 下午,0,773,14.341,0,0,0,0,0
03/06/2022 05:09:58.9931 下午,0,766.5,14.271,0,0,0,0,0
03/06/2022 05:09:59.7295 下午,0,755.5,14.271,0,0,0,0,0
03/06/2022 05:10:00.2917 下午,0,758.5,14.271,0,0,0,0,0
03/06/2022 05:10:00.6500 下午,0,754.5,14.271,0,0,0,0,0
03/06/2022 05:10:01.3421 下午,0,762.5,14.271,0,0,0,0,0
03/06/2022 05:10:01.9744 下午,0,743.75,14.271,0,0,0,0,0
03/06/2022 05:10:02.5922 下午,0,753,14.271,0,0,0,0,0
03/06/2022 05:10:03.0628 下午,0,763.75,14.271,0,0,0,0,0
03/06/2022 05:10:03.5547 下午,0,762.25,14.271,0,0,0,0,0
03/06/2022 05:10:04.4674 下午,0,752.25,14.271,0,0,0,0,0
03/06/2022 05:10:05.0390 下午,0,777.75,14.365,0,0,0,0,0
03/06/2022 05:10:05.4770 下午,0,751.75,14.365,0,0,0,0,0
03/06/2022 05:10:05.9970 下午,0,770.5,14.365,0,0,0,0,0
03/06/2022 05:10:06.8621 下午,0,753.5,14.365,0,0,0,0,0
03/06/2022 05:10:07.4465 下午,0,763,14.365,0,0,0,0,0
03/06/2022 05:10:07.9730 下午,0,748,14.365,0,0,0,0,0
03/06/2022 05:10:08.4676 下午,0,771.5,14.365,0,0,0,0,0
03/06/2022 05:10:09.1587 下午,0,746.5,14.365,0,0,0,0,0
03/06/2022 05:10:09.6671 下午,0,756,14.365,0,0,0,0,0
03/06/2022 05:10:10.1507 下午,0,758.25,14.365,0,0,0,0,0
03/06/2022 05:10:10.7001 下午,0,753.25,14.271,0,0,0,0,0
03/06/2022 05:10:11.7017 下午,0,759.25,14.271,0,0,0,0,0
03/06/2022 05:10:12.1798 下午,0,764,14.271,0,0,0,0,0
03/06/2022 05:10:12.6635 下午,0,759,14.271,0,0,0,0,0
03/06/2022 05:10:13.1484 下午,0,763,14.271,0,0,0,0,0
03/06/2022 05:10:13.9883 下午,0,750,14.271,0,0,0,0,0
03/06/2022 05:10:14.5748 下午,0,762.75,14.271,0,0,0,0,0
03/06/2022 05:10:15.2011 下午,0,758.75,14.271,0,0,0,0,0
03/06/2022 05:10:15.8716 下午,0,771.75,14.271,0,0,0,0,0
03/06/2022 05:10:16.7474 下午,0,745.5,14.271,0,0,0,0,0
03/06/2022 05:10:17.2878 下午,0,747.25,14.035,0,0,0,0,0
03/06/2022 05:10:17.7495 下午,0,748.25,14.035,0,0,0,0,0
03/06/2022 05:10:18.2876 下午,0,754.25,14.035,0,0,0,0,0
03/06/2022 05:10:19.1033 下午,0,771.75,14.035,0,0,0,0,0
03/06/2022 05:10:19.6707 下午,0,753.25,14.035,0,0,0,0,0
03/06/2022 05:10:20.1272 下午,0,757.75,14.035,0,0,0,0,0
03/06/2022 05:10:20.5056 下午,0,754.75,14.035,0,0,0,0,0
03/06/2022 05:10:21.1651 下午,0,745.75,14.035,0,0,0,0,0
03/06/2022 05:10:21.9042 下午,0,760,14.035,0,0,0,0,0
03/06/2022 05:10:22.3947 下午,0,749.25,14.035,0,0,0,0,0
03/06/2022 05:10:22.9146 下午,0,764.25,14.153,0,0,0,0,0
03/06/2022 05:10:23.6601 下午,0,731,14.153,0,0,0,0,0
03/06/2022 05:10:24.2512 下午,0,759.25,14.153,0,0,0,0,0
03/06/2022 05:10:24.7543 下午,0,755,14.153,0,0,0,0,0
03/06/2022 05:10:25.2664 下午,0,760.75,14.153,0,0,0,0,0
03/06/2022 05:10:26.1696 下午,0,744.75,14.153,0,0,0,0,0
03/06/2022 05:10:26.8829 下午,0,749.25,14.153,0,0,0,0,0
03/06/2022 05:10:27.3663 下午,0,738.75,14.153,0,0,0,0,0
03/06/2022 05:10:27.8922 下午,0,750.25,14.153,0,0,0,0,0
03/06/2022 05:10:28.6109 下午,0,763.25,14.153,0,0,0,0,0
03/06/2022 05:10:29.1026 下午,0,744.75,14.2,0,0,0,0,0
03/06/2022 05:10:29.5301 下午,0,748.5,14.2,0,0,0,0,0
03/06/2022 05:10:29.9362 下午,0,752.75,14.2,0,0,0,0,0
03/06/2022 05:10:30.5203 下午,0,758.5,14.2,0,0,0,0,0
03/06/2022 05:10:31.1882 下午,0,774.75,14.2,0,0,0,0,0
03/06/2022 05:10:31.6071 下午,0,759.75,14.2,0,0,0,0,0
03/06/2022 05:10:32.0342 下午,0,758,14.2,0,0,0,0,0
03/06/2022 05:10:32.6267 下午,0,756.25,14.2,0,0,0,0,0
03/06/2022 05:10:33.2406 下午,0,748,14.2,0,0,0,0,0
03/06/2022 05:10:33.6316 下午,0,755.75,14.2,0,0,0,0,0
03/06/2022 05:10:34.0171 下午,0,767.5,14.271,0,0,0,0,0
03/06/2022 05:10:34.6601 下午,0,751.25,14.271,0,0,0,0,0
03/06/2022 05:10:35.1927 下午,0,776.5,14.271,0,0,0,0,0
03/06/2022 05:10:35.5935 下午,0,774.25,14.271,0,0,0,0,0
03/06/2022 05:10:35.9998 下午,0,762,14.271,0,0,0,0,0
03/06/2022 05:10:36.6003 下午,0,764.75,14.271,0,0,0,0,0
03/06/2022 05:10:37.2220 下午,0,757.5,14.271,0,0,0,0,0
03/06/2022 05:10:37.6368 下午,0,754,14.271,0,0,0,0,0
03/06/2022 05:10:37.9909 下午,0,759,14.271,0,0,0,0,0
03/06/2022 05:10:38.7196 下午,0,753,14.271,0,0,0,0,0
03/06/2022 05:10:39.3092 下午,0,774.25,14.318,0,0,0,0,0
03/06/2022 05:10:39.6636 下午,0,764,14.318,0,0,0,0,0
03/06/2022 05:10:40.0477 下午,0,763.25,14.318,0,0,0,0,0
03/06/2022 05:10:40.6928 下午,0,756,14.318,0,0,0,0,0
03/06/2022 05:10:41.2401 下午,0,756.75,14.318,0,0,0,0,0
03/06/2022 05:10:41.6247 下午,0,748.75,14.318,0,0,0,0,0
03/06/2022 05:10:41.9788 下午,0,751.75,14.318,0,0,0,0,0
03/06/2022 05:10:42.6174 下午,0,754.75,14.318,0,0,0,0,0
03/06/2022 05:10:43.1507 下午,0,771.25,14.318,0,0,0,0,0
03/06/2022 05:10:43.7502 下午,0,763.75,14.318,0,0,0,0,0
03/06/2022 05:10:44.1705 下午,0,752.75,14.271,0,0,0,0,0
03/06/2022 05:10:44.8743 下午,0,744.75,14.271,0,0,0,0,0
03/06/2022 05:10:45.5435 下午,0,755,14.271,0,0,0,0,0
03/06/2022 05:10:45.9854 下午,0,768,14.271,0,0,0,0,0
03/06/2022 05:10:47.8326 下午,0,752.5,14.271,0,0,0,0,0
03/06/2022 05:10:48.5437 下午,0,761.25,14.271,0,0,0,0,0
03/06/2022 05:10:49.0810 下午,0,741.75,14.271,0,0,0,0,0
03/06/2022 05:10:49.6199 下午,0,751.25,14.271,0,0,0,0,0
03/06/2022 05:10:50.3510 下午,0,746.75,14.271,0,0,0,0,0
03/06/2022 05:10:51.0471 下午,0,742,14.271,0,0,0,0,0
03/06/2022 05:10:51.6739 下午,0,761.25,14.271,0,0,0,0,0
03/06/2022 05:10:52.1714 下午,0,745.25,14.271,0,0,0,0,0
03/06/2022 05:10:52.8628 下午,0,750.75,14.271,0,0,0,0,0
03/06/2022 05:10:53.5274 下午,0,751.75,14.271,0,0,0,0,0
03/06/2022 05:10:54.0795 下午,0,761,14.271,0,0,0,0,0
03/06/2022 05:10:54.5390 下午,0,752.5,14.153,0,0,0,0,0
03/06/2022 05:10:55.3466 下午,0,759.5,14.153,0,0,0,0,0
03/06/2022 05:10:56.0466 下午,0,757.5,14.153,0,0,0,0,0
03/06/2022 05:10:56.5647 下午,0,755,14.153,0,0,0,0,0
03/06/2022 05:10:57.0574 下午,0,753.25,14.153,0,0,0,0,0
03/06/2022 05:10:57.7224 下午,0,756.25,14.153,0,0,0,0,0
03/06/2022 05:10:58.3421 下午,0,763,14.153,0,0,0,0,0
03/06/2022 05:10:58.9474 下午,0,762,14.153,0,0,0,0,0
03/06/2022 05:10:59.3299 下午,0,738.75,14.153,0,0,0,0,0
03/06/2022 05:11:00.2213 下午,0,748.5,14.153,0,0,0,0,0
03/06/2022 05:11:00.8519 下午,0,752.25,14.365,0,0,0,0,0
03/06/2022 05:11:01.2471 下午,0,763.75,14.365,0,0,0,0,0
03/06/2022 05:11:01.7555 下午,0,746.25,14.365,0,0,0,0,0
03/06/2022 05:11:02.6161 下午,0,750.75,14.365,0,0,0,0,0
03/06/2022 05:11:03.5807 下午,0,758.75,14.365,0,0,0,0,0
03/06/2022 05:11:03.9881 下午,0,754,14.365,0,0,0,0,0
03/06/2022 05:11:04.4405 下午,0,763.25,14.365,0,0,0,0,0
03/06/2022 05:11:04.9668 下午,0,744,14.365,0,0,0,0,0
03/06/2022 05:11:05.5513 下午,0,754.75,14.365,0,0,0,0,0
03/06/2022 05:11:06.1772 下午,0,754.25,14.365,0,0,0,0,0
03/06/2022 05:11:06.5519 下午,0,829,14.341,0,0,0,0,0
03/06/2022 05:11:07.3709 下午,0,859.75,14.341,0,0,0,0,0
03/06/2022 05:11:08.0213 下午,0,868.25,14.341,0,0,0,0,0
03/06/2022 05:11:08.4453 下午,1,865.5,14.341,0,0,0,0,0
03/06/2022 05:11:08.8835 下午,2,853.5,14.341,0,0,0,0,0
03/06/2022 05:11:09.5407 下午,2,924.5,14.341,0,0,0,0,0
03/06/2022 05:11:10.1498 下午,3,1090.75,14.341,0,0,0,0,0
03/06/2022 05:11:10.6777 下午,4,1246.5,14.341,0,0,0,0,0
03/06/2022 05:11:11.0600 下午,6,1352,14.341,0,0,0,0,0
03/06/2022 05:11:11.8006 下午,8,1420.25,14.341,0,0,0,0,0
03/06/2022 05:11:12.3493 下午,9,1425,14.341,0,0,0,0,0
03/06/2022 05:11:12.7565 下午,10,1264.75,14.341,0,0,0,0,0
03/06/2022 05:11:13.3344 下午,9,1243.75,14.341,0,0,0,0,0
03/06/2022 05:11:13.9792 下午,9,1365,14.341,0,0,0,0,0
03/06/2022 05:11:14.5218 下午,9,1697.5,14.341,0,0,0,0,0
03/06/2022 05:11:14.9369 下午,11,1666.75,14.341,0,0,0,0,0
03/06/2022 05:11:15.3725 下午,10,1423.75,14.341,0,0,0,0,0
03/06/2022 05:11:16.0279 下午,10,1346,14.341,0,0,0,0,0
03/06/2022 05:11:16.7690 下午,10,1306.75,14.341,0,0,0,0,0
03/06/2022 05:11:17.2518 下午,9,1401.25,14.341,0,0,0,0,0
03/06/2022 05:11:18.1284 下午,10,1466.5,14.177,0,0,0,0,0
03/06/2022 05:11:18.8381 下午,11,1544,14.177,0,0,0,0,0
03/06/2022 05:11:19.4430 下午,11,1424,14.177,0,0,0,0,0
03/06/2022 05:11:19.8184 下午,11,1747.25,14.177,0,0,0,0,0
03/06/2022 05:11:20.2352 下午,12,2017.25,14.177,0,0,0,0,0
03/06/2022 05:11:21.0483 下午,14,2190,14.177,0,0,0,0,0
03/06/2022 05:11:21.6779 下午,15,2328.75,14.177,0,0,0,0,0
03/06/2022 05:11:22.1473 下午,19,1771.25,14.177,0,0,0,0,0
03/06/2022 05:11:22.5309 下午,20,1740.25,14.177,0,0,0,0,0
03/06/2022 05:11:23.3456 下午,21,1785.5,14.177,0,0,0,0,0
03/06/2022 05:11:23.9742 下午,21,1777.25,14.318,0,0,0,0,0
03/06/2022 05:11:24.4788 下午,22,1759.25,14.318,0,0,0,0,0
03/06/2022 05:11:24.9619 下午,22,1587.5,14.318,0,0,0,0,0
03/06/2022 05:11:25.6714 下午,21,1334.5,14.318,0,0,0,0,0
03/06/2022 05:11:26.3510 下午,21,1287,14.318,0,0,0,0,0
03/06/2022 05:11:26.8033 下午,20,1274.75,14.318,0,0,0,0,0
03/06/2022 05:11:27.3319 下午,20,1285.5,14.318,0,0,0,0,0
03/06/2022 05:11:28.0600 下午,19,1265.75,14.318,0,0,0,0,0
03/06/2022 05:11:28.7284 下午,19,1315.5,14.318,0,0,0,0,0
03/06/2022 05:11:29.3551 下午,17,1285.5,14.318,0,0,0,0,0
03/06/2022 05:11:29.8714 下午,14,1308.75,14.106,0,0,0,0,0
03/06/2022 05:11:30.4694 下午,12,1294.5,14.106,0,0,0,0,0
03/06/2022 05:11:31.0798 下午,10,1313.75,14.106,0,0,0,0,0
03/06/2022 05:11:31.5745 下午,8,1298.5,14.106,0,0,0,0,0
03/06/2022 05:11:32.0572 下午,7,1258.75,14.106,0,0,0,0,0
03/06/2022 05:11:32.9419 下午,5,1184.5,14.106,0,0,0,0,0
03/06/2022 05:11:33.6148 下午,4,1131.75,14.106,0,0,0,0,0
03/06/2022 05:11:34.0112 下午,1,1003.75,14.106,0,0,0,0,0
03/06/2022 05:11:34.4515 下午,0,968.75,14.106,0,0,0,0,0
03/06/2022 05:11:35.2367 下午,0,949.25,14.106,0,0,0,0,0
03/06/2022 05:11:35.9083 下午,0,912.75,14.177,0,0,0,0,0
03/06/2022 05:11:36.5360 下午,0,869.25,14.177,0,0,0,0,0
03/06/2022 05:11:37.1330 下午,0,843.75,14.177,0,0,0,0,0
03/06/2022 05:11:37.9805 下午,0,830.25,14.177,0,0,0,0,0
03/06/2022 05:11:38.8351 下午,0,799.5,14.177,0,0,0,0,0
03/06/2022 05:11:39.2512 下午,0,776,14.177,0,0,0,0,0
03/06/2022 05:11:39.6532 下午,0,747.75,14.177,0,0,0,0,0
03/06/2022 05:11:40.4357 下午,0,753.75,14.177,0,0,0,0,0
03/06/2022 05:11:41.0824 下午,0,739.5,14.177,0,0,0,0,0
03/06/2022 05:11:41.5724 下午,0,756.75,14.177,0,0,0,0,0
03/06/2022 05:11:42.0593 下午,0,732,14.341,0,0,0,0,0
03/06/2022 05:11:42.7825 下午,0,742.25,14.341,0,0,0,0,0
03/06/2022 05:11:43.3769 下午,0,746,14.341,0,0,0,0,0
03/06/2022 05:11:43.8828 下午,0,751.75,14.341,0,0,0,0,0
03/06/2022 05:11:44.3667 下午,0,746.25,14.341,0,0,0,0,0
03/06/2022 05:11:45.0790 下午,0,747.25,14.341,0,0,0,0,0
03/06/2022 05:11:45.8369 下午,0,749.25,14.341,0,0,0,0,0
03/06/2022 05:11:46.3869 下午,0,734.25,14.341,0,0,0,0,0
03/06/2022 05:11:47.2321 下午,0,756.25,14.341,0,0,0,0,0
03/06/2022 05:11:47.9496 下午,0,850.25,14.341,0,0,0,0,0
03/06/2022 05:11:48.7068 下午,0,875,14.106,0,0,0,0,0
03/06/2022 05:11:49.2364 下午,0,860.25,14.106,0,0,0,0,0
03/06/2022 05:11:49.6252 下午,1,860.5,14.106,0,0,0,0,0
03/06/2022 05:11:50.4901 下午,1,862,14.106,0,0,0,0,0
03/06/2022 05:11:51.1637 下午,1,866,14.106,0,0,0,0,0
03/06/2022 05:11:51.7370 下午,0,857.25,14.106,0,0,0,0,0
03/06/2022 05:11:52.2589 下午,0,854,14.106,0,0,0,0,0
03/06/2022 05:11:53.0273 下午,0,843.75,14.106,0,0,0,0,0
03/06/2022 05:11:53.5799 下午,0,897.5,14.106,0,0,0,0,0
03/06/2022 05:11:54.2294 下午,2,1008.75,14.106,0,0,0,0,0
03/06/2022 05:11:54.7791 下午,2,1135.5,14.153,0,0,0,0,0
03/06/2022 05:11:55.5910 下午,4,1136.25,14.153,0,0,0,0,0
03/06/2022 05:11:56.2715 下午,5,1105.75,14.153,0,0,0,0,0
03/06/2022 05:11:56.7342 下午,5,1172.75,14.153,0,0,0,0,0
03/06/2022 05:11:57.1152 下午,5,1505.25,14.153,0,0,0,0,0
03/06/2022 05:11:57.7829 下午,7,1485.75,14.153,0,0,0,0,0
03/06/2022 05:11:58.4840 下午,8,1337.5,14.153,0,0,0,0,0
03/06/2022 05:11:58.8549 下午,8,1379.25,14.153,0,0,0,0,0
03/06/2022 05:11:59.3393 下午,9,1434.25,14.153,0,0,0,0,0
03/06/2022 05:12:00.0997 下午,9,1345.25,14.153,0,0,0,0,0
03/06/2022 05:12:00.6994 下午,9,1317.5,14.224,0,0,0,0,0
03/06/2022 05:12:01.2482 下午,9,1632.25,14.224,0,0,0,0,0
03/06/2022 05:12:01.6748 下午,9,1682.25,14.224,0,0,0,0,0
03/06/2022 05:12:02.4796 下午,11,1627.25,14.224,0,0,0,0,0
03/06/2022 05:12:03.0558 下午,12,1729.75,14.224,0,0,0,0,0
03/06/2022 05:12:03.5721 下午,13,1675.5,14.224,0,0,0,0,0
03/06/2022 05:12:04.0006 下午,13,1556.75,14.224,0,0,0,0,0
03/06/2022 05:12:04.8166 下午,13,1163.25,14.224,0,0,0,0,0
03/06/2022 05:12:05.5317 下午,12,1208.75,14.224,0,0,0,0,0
03/06/2022 05:12:06.0685 下午,11,1310.75,14.224,0,0,0,0,0
03/06/2022 05:12:06.5571 下午,10,1311.5,14.224,0,0,0,0,0
03/06/2022 05:12:07.3732 下午,10,1285.75,14.224,0,0,0,0,0
03/06/2022 05:12:07.9761 下午,10,1294.5,14.224,0,0,0,0,0
03/06/2022 05:12:08.4309 下午,9,1290.75,14.224,0,0,0,0,0
03/06/2022 05:12:08.8716 下午,8,1298,14.224,0,0,0,0,0
03/06/2022 05:12:09.8296 下午,8,1313,14.224,0,0,0,0,0
03/06/2022 05:12:10.6023 下午,8,1294,14.224,0,0,0,0,0
03/06/2022 05:12:11.0363 下午,8,1583.5,14.224,0,0,0,0,0
03/06/2022 05:12:11.6432 下午,8,1646.25,14.224,0,0,0,0,0
03/06/2022 05:12:12.5237 下午,8,1398,14.224,0,0,0,0,0
03/06/2022 05:12:13.2675 下午,8,1291.25,14.247,0,0,0,0,0
03/06/2022 05:12:13.8511 下午,6,1204.75,14.247,0,0,0,0,0
03/06/2022 05:12:14.3542 下午,5,1219.75,14.247,0,0,0,0,0
03/06/2022 05:12:15.2335 下午,5,1202.5,14.247,0,0,0,0,0
03/06/2022 05:12:15.9891 下午,5,1194.5,14.247,0,0,0,0,0
03/06/2022 05:12:16.4502 下午,5,1416.5,14.247,0,0,0,0,0
03/06/2022 05:12:16.8683 下午,5,1560.75,14.247,0,0,0,0,0
03/06/2022 05:12:17.7560 下午,7,1643,14.247,0,0,0,0,0
03/06/2022 05:12:18.4619 下午,9,1727.5,14.247,0,0,0,0,0
03/06/2022 05:12:19.1304 下午,12,1740.75,14.247,0,0,0,0,0
03/06/2022 05:12:19.6150 下午,13,1827.75,14.271,0,0,0,0,0
03/06/2022 05:12:20.3795 下午,14,2025,14.271,0,0,0,0,0
03/06/2022 05:12:21.0585 下午,15,2006,14.271,0,0,0,0,0
03/06/2022 05:12:21.5393 下午,16,1523.5,14.271,0,0,0,0,0
03/06/2022 05:12:21.9782 下午,15,1399.75,14.271,0,0,0,0,0
03/06/2022 05:12:22.9567 下午,14,1264.75,14.271,0,0,0,0,0
03/06/2022 05:12:23.6583 下午,13,1269.25,14.271,0,0,0,0,0
03/06/2022 05:12:24.1784 下午,13,1555.75,14.271,0,0,0,0,0
03/06/2022 05:12:24.7177 下午,14,1628.5,14.271,0,0,0,0,0
03/06/2022 05:12:25.7355 下午,16,1686.75,14.271,0,0,0,0,0
03/06/2022 05:12:26.3335 下午,18,1709.5,14.106,0,0,0,0,0
03/06/2022 05:12:26.7814 下午,23,2108.75,14.106,0,0,0,0,0
03/06/2022 05:12:27.2201 下午,25,2218.5,14.106,0,0,0,0,0
03/06/2022 05:12:27.8841 下午,28,2406,14.106,0,0,0,0,0
03/06/2022 05:12:28.5239 下午,29,2218.5,14.106,0,0,0,0,0
03/06/2022 05:12:28.9674 下午,32,1804.75,14.106,0,0,0,0,0
03/06/2022 05:12:29.4440 下午,34,1848.5,14.106,0,0,0,0,0
03/06/2022 05:12:30.1611 下午,35,1998.5,14.106,0,0,0,0,0
03/06/2022 05:12:30.8430 下午,36,2011.25,14.106,0,0,0,0,0
03/06/2022 05:12:31.4511 下午,39,2145.5,14.106,0,0,0,0,0
03/06/2022 05:12:32.0358 下午,40,2196,13.918,0,0,0,0,0
03/06/2022 05:12:33.1415 下午,41,1571.75,13.918,0,0,0,0,0
03/06/2022 05:12:33.9404 下午,42,1715,13.918,0,0,0,0,0
03/06/2022 05:12:34.3391 下午,43,1576.25,13.918,0,0,0,0,0
03/06/2022 05:12:34.7313 下午,43,1233.25,13.918,0,0,0,0,0
03/06/2022 05:12:35.5271 下午,43,1316.75,13.918,0,0,0,0,0
03/06/2022 05:12:36.1442 下午,43,1283.75,13.918,0,0,0,0,0
03/06/2022 05:12:36.6742 下午,42,1191.25,13.918,0,0,0,0,0
03/06/2022 05:12:37.1153 下午,42,1001.75,13.918,0,0,0,0,0
03/06/2022 05:12:37.8208 下午,41,1224,13.918,0,0,0,0,0
03/06/2022 05:12:38.4593 下午,40,1312.75,14.318,0,0,0,0,0
03/06/2022 05:12:38.9454 下午,38,1422,14.318,0,0,0,0,0
03/06/2022 05:12:39.4108 下午,38,1316.5,14.318,0,0,0,0,0
03/06/2022 05:12:40.1351 下午,37,1270.75,14.318,0,0,0,0,0
03/06/2022 05:12:40.7755 下午,37,1445.5,14.318,0,0,0,0,0
03/06/2022 05:12:41.1339 下午,37,1531,14.318,0,0,0,0,0
03/06/2022 05:12:41.6737 下午,37,1498.75,14.318,0,0,0,0,0
03/06/2022 05:12:42.3136 下午,37,1433,14.318,0,0,0,0,0
03/06/2022 05:12:42.9934 下午,37,1431.5,14.318,0,0,0,0,0
03/06/2022 05:12:43.5364 下午,38,1491.25,14.318,0,0,0,0,0
03/06/2022 05:12:44.0413 下午,38,1494,14.271,0,0,0,0,0
03/06/2022 05:12:45.1803 下午,38,1494.25,14.271,0,0,0,0,0
03/06/2022 05:12:45.9556 下午,38,1511.5,14.271,0,0,0,0,0
03/06/2022 05:12:46.4470 下午,40,1548.5,14.271,0,0,0,0,0
03/06/2022 05:12:46.8290 下午,40,1582.5,14.271,0,0,0,0,0
03/06/2022 05:12:47.5234 下午,41,1571,14.271,0,0,0,0,0
03/06/2022 05:12:48.2352 下午,41,1585,14.271,0,0,0,0,0
